position,title,place_id,data_id,data_cid,provider_id,rating,reviews,type,types,type_id,address,latitude,longitude,phone,website,hours,open_state,operating_hours_detailed,price,price_level,accessibility,payment_methods,service_options,amenities,user_review_highlight,thumbnail,serpapi_thumbnail,reviews_link,photos_link,place_id_search,cidade_oficial,categoria_governo,data_extracao_oficial,auditoria_governo
9,Açaí do Bom,ChIJMW0ZlAd7ogARGGY1eXoVDBM,0xa27b0794196d31:0x130c157a79356618,1372495602204894744,/g/11pblb69xx,5,2,Loja de açaí,Loja de açaí,acai_shop,"R. Caetano Luís de Sousa, 893, Cel. Pacheco - MG, 36155-000, Brasil",-21.5908147,-43.272473,,,Fechado ⋅ Abre ter. às 13:00,Fechado ⋅ Abre ter. às 13:00,segunda-feira: 13:00–18:00; terça-feira: 13:00–18:00; quarta-feira: 13:00–18:00; quinta-feira: 13:00–18:00; sexta-feira: 13:00–18:00; sábado: 13:00–18:00; domingo: 13:00–18:00,,,,Cartão de débito,,,,https://lh3.googleusercontent.com/gps-cs-s/AC9h4np4koSRMAmpBnJiM0Qnucw6FSDSoujYz2zLHhYk01_-7bOZDl5xA_mFqaDSTY5n3--kT-C4tdElfscAQNcvGHJ20GNGlg3FfbZUzGAn4X4gM-AO3W_WGmsgVhwYeV5-9zNYLtEG=w80-h102-k-no,https://serpapi.com/images/url/Wbx84HicBcFRToMwGADgE_3QQZli4kMd0GUZkMnc1r2Q0UGrlBZtEcP9PIS38fv-fqVzo33yfSVDTxgjVDvZ9osb7VrtPG4GX4wWuAXrk00ssR5xb6rXnAzji9695-igJz6vsyqpzPTBlmDZbyXr0aqGh6a8Jir6IfWQfd6S6sgiHQL0R9hgd09VZzk5FPybbncBogVVIsy65vq2UKLxBYscSBme6zMdrDjJmbWnCOKlYHuX0uf5EYFcoQB60OYfjqpDSg,https://serpapi.com/search.json?data_id=0xa27b0794196d31%3A0x130c157a79356618&engine=google_maps_reviews&hl=pt,https://serpapi.com/search.json?data_id=0xa27b0794196d31%3A0x130c157a79356618&engine=google_maps_photos&hl=pt,https://serpapi.com/search.json?engine=google_maps&google_domain=google.com&hl=pt&place_id=ChIJMW0ZlAd7ogARGGY1eXoVDBM,"Coronel Pacheco, MG",cafeterias,2025-07-28T19:26:23.225106,COMPLETA
10,Seu Coroné,ChIJu1RKb0h7ogAR_mFzV5Ggcb4,0xa27b486f4a54bb:0xbe71a091577361fe,13722926085672493566,/g/11xgvv9l_9,,0,Hamburgueria,Hamburgueria,hamburger_restaurant,"Praça Carlos Chagas, 373 - Centro, Cel. Pacheco - MG, 36155-000, Brasil",-21.588497099999998,-43.2664778,+55 32 99919-3783,,Fechado ⋅ Abre qui. às 19:00,Fechado ⋅ Abre qui. às 19:00,segunda-feira: Fechado; terça-feira: Fechado; quarta-feira: Fechado; quinta-feira: 19:00–23:00; sexta-feira: 19:00–23:00; sábado: 18:00–23:30; domingo: 18:00–23:00,,,,,"Entrega, Para viagem, Refeição no local",,,https://lh3.googleusercontent.com/p/AF1QipMvbjoUB_7PbjRpz3qBxBpp9xlsroqvDEc7C_Qj=w80-h106-k-no,https://serpapi.com/images/url/tmqDuXicuxmXUVJSUGylr5-TYayXnp-fnpNaWpxalJyfV5KaV6KXnJ-rX6Dv6GYYmFngW5aUlR_qFG8ekJQVVFBlXOhU4VRQYFmRU1yUX1jm4pps7hwfmGVbbmGgm2FoYKabrZuXDwDO3iJR,https://serpapi.com/search.json?data_id=0xa27b486f4a54bb%3A0xbe71a091577361fe&engine=google_maps_reviews&hl=pt,https://serpapi.com/search.json?data_id=0xa27b486f4a54bb%3A0xbe71a091577361fe&engine=google_maps_photos&hl=pt,https://serpapi.com/search.json?engine=google_maps&google_domain=google.com&hl=pt&place_id=ChIJu1RKb0h7ogAR_mFzV5Ggcb4,"Coronel Pacheco, MG",cafeterias,2025-07-28T19:26:23.225106,COMPLETA
11,Aloha Açaiteria e Lanchonete,ChIJmQN7DeR7ogARL4gd-Wr5ZUw,0xa27be40d7b0399:0x4c65f96af91d882f,5505080357371611183,/g/11stj5jsmm,,0,Sorveteria,Sorveteria,ice_cream_shop,"R. João Pinheiro, 76, Cel. Pacheco - MG, 36155-000, Brasil",-21.587391399999998,-43.264181799999996,,https://instagram.com/alohaacaiteria40?igshid=MTIyMzRjYmRlZg==,Permanently closed,Permanently closed,,,,,,,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=4ctuRwSBJba9RtDjNwxDqA&cb_client=search.gws-prod.gps&w=80&h=92&yaw=326.54587&pitch=0&thumbfov=100,https://serpapi.com/images/url/5q-6jnicHc1BEoIgFADQ27ALsLS0GaapcdWihR2gQfwBDQrJV-w2Xavb1HSB9z5vgxjinrGIIwDOFlKwC7i4CpJq77UDGWykyvdszhiaqW8Had0hyMHbTuQKpyZdT-dWVg3Wj0ta6ueRqPamnIUBRQQ5KkN1-omj76gOkSRRcmJEtSYvmcRmvaVFXpQ7EiwqIzj5L3c_i4zzL5NxOds,https://serpapi.com/search.json?data_id=0xa27be40d7b0399%3A0x4c65f96af91d882f&engine=google_maps_reviews&hl=pt,https://serpapi.com/search.json?data_id=0xa27be40d7b0399%3A0x4c65f96af91d882f&engine=google_maps_photos&hl=pt,https://serpapi.com/search.json?engine=google_maps&google_domain=google.com&hl=pt&place_id=ChIJmQN7DeR7ogARL4gd-Wr5ZUw,"Coronel Pacheco, MG",cafeterias,2025-07-28T19:26:23.225106,COMPLETA
3,Bar e Restaurante Pedra Quadrada,ChIJJ0mKhZZ7ogARdHKXokoFjxQ,0xa27b96858a4927:0x148f054aa2977274,1481408620541735540,/g/11rvjnzt9q,5,16,Bar,Bar,bar,"Cel. Pacheco - MG, 36155-000, Brasil",-21.6294543,-43.2557186,,https://instagram.com/barerestaurantepedraquadrada?igshid=YmMyMTA2M2Y=,Fechado ⋅ Abre sáb. às 09:00,Fechado ⋅ Abre sáb. às 09:00,segunda-feira: Fechado; terça-feira: Fechado; quarta-feira: Fechado; quinta-feira: Fechado; sexta-feira: Fechado; sábado: 09:00–17:00; domingo: 09:00–17:00,,,"Entrada com acessibilidade para pessoas em cadeira de rodas, Estacionamento com acessibilidade para pessoas em cadeira de rodas","Cartão de crédito, Cartão de débito, Pagamentos por dispositivo móvel via NFC",Refeição no local,,,https://lh3.googleusercontent.com/gps-cs-s/AC9h4noMuKxvtFpukQYbBafFJPSOi3gKN3S6GF1sB5z_ShNQAdSR5IXcjJf1bquipJvYEF87-oS29C77ypVXb7iRkU8eEMAcpC4LyGbewPr9095riNRrs6D_P6gXEyskmUj9ZtvUiTyp=w80-h106-k-no,https://serpapi.com/images/url/ONdLVHicBcFLcoIwAADQE0VA5BNnXCAFpyiIpDjoxilpTCJCIgko3q-H6G363t8v01qqpWHcmT2jQtA7GRTpseg06fQMi9agUgGsgDKCELJFJ9Jh-xp1LIfmcKrX39c4ydGe23Sb2cjdxJZaO-8LYtkh-EGF81nhW3K16sfAZTKeotj3gEBzGHreJI9V7fGiKX0SpQGW4WI3bWryzHtoQqfnWdEr9-OSu7SKJtW05Q2e9Vjyr0munr4JmGW6oAGd-Ae7HUSQ,https://serpapi.com/search.json?data_id=0xa27b96858a4927%3A0x148f054aa2977274&engine=google_maps_reviews&hl=pt,https://serpapi.com/search.json?data_id=0xa27b96858a4927%3A0x148f054aa2977274&engine=google_maps_photos&hl=pt,https://serpapi.com/search.json?engine=google_maps&google_domain=google.com&hl=pt&place_id=ChIJJ0mKhZZ7ogARdHKXokoFjxQ,"Coronel Pacheco, MG",pubs,2025-07-28T19:26:29.361994,COMPLETA
4,Bar da Maria,ChIJuyOxeR17ogARPCaW4E6YyfQ,0xa27b1d79b123bb:0xf4c9984ee096263c,17638796880116065852,/g/11rrj8ns3_,5,4,Bar,Bar,bar,"Rua José Soares da Costa, Número 125 - São Cristóvão, Cel. Pacheco - MG, 36155-000, Brasil",-21.5940157,-43.270147699999995,,,Fechado ⋅ Abre ter. às 14:00,Fechado ⋅ Abre ter. às 14:00,segunda-feira: Fechado; terça-feira: 14:00–22:00; quarta-feira: 14:00–22:00; quinta-feira: 14:00–22:00; sexta-feira: 14:00–00:00; sábado: 11:00–00:00; domingo: 10:00–00:00,,,,Cartão de débito,Refeição no local,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=EmK4vbpZ1qcwUNQQI7UO6w&cb_client=search.gws-prod.gps&w=80&h=92&yaw=145.54385&pitch=0&thumbfov=100,https://serpapi.com/images/url/ORtNT3icHc09DsIgGADQ27DJj7ZaTb44ORgTTYcuLoYiAgktnwVBb-O1vI3GC7z3eduUMG4Yi2nSOmWnC7qn9nGGkpoQjNcSXaQqDCwLluxj6Efp_BblGNwVdsOhyj2exV2V7ti2-1V3Whai-ovyTo8JopaTstSUnziFKzUYSYGGEwvrOXnJAqKqaV0tmpqgS8oCJ__lFjIIzr9yUDlw,https://serpapi.com/search.json?data_id=0xa27b1d79b123bb%3A0xf4c9984ee096263c&engine=google_maps_reviews&hl=pt,https://serpapi.com/search.json?data_id=0xa27b1d79b123bb%3A0xf4c9984ee096263c&engine=google_maps_photos&hl=pt,https://serpapi.com/search.json?engine=google_maps&google_domain=google.com&hl=pt&place_id=ChIJuyOxeR17ogARPCaW4E6YyfQ,"Coronel Pacheco, MG",pubs,2025-07-28T19:26:29.361994,COMPLETA
5,BAR CANTINHO DO TITIO,ChIJuV6JsKh7ogARibQs4m_ngBg,0xa27ba8b0895eb9:0x1880e76fe22cb489,1765665521651201161,/g/11jygz03n2,5,1,Bar,Bar,bar,"MG-353, Cel. Pacheco - MG, 36155-000, Brasil",-21.598346499999998,-43.2819554,,,,,,,,,,Refeição no local,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Dn1WwesLZCkVMVS3go7vLw&cb_client=search.gws-prod.gps&w=80&h=92&yaw=343.7614&pitch=0&thumbfov=100,https://serpapi.com/images/url/HX7CD3icHc3NDcIgGADQbbjJjzRWTYgHPdaTSU28GEo_gUiBFASdxrncRuMC733eJueYtoSkPAPkYqFG-wSXFlFiHYJ2IKNNWIWJFEayeUyDl9btovTBjuLg2blC6i77e3_sT1yHtnQVqeGqnAWfRQI5K4N1_YlzGLGOCVWxpsiIzRK9ZBW84bhdsQZFm5URFP2TWyiCUfoFTK45dQ,https://serpapi.com/search.json?data_id=0xa27ba8b0895eb9%3A0x1880e76fe22cb489&engine=google_maps_reviews&hl=pt,https://serpapi.com/search.json?data_id=0xa27ba8b0895eb9%3A0x1880e76fe22cb489&engine=google_maps_photos&hl=pt,https://serpapi.com/search.json?engine=google_maps&google_domain=google.com&hl=pt&place_id=ChIJuV6JsKh7ogARibQs4m_ngBg,"Coronel Pacheco, MG",pubs,2025-07-28T19:26:29.361994,COMPLETA
7,Treiler do Pitty,ChIJ6_amOwB7ogARW6KRiJsj1vU,0xa27b003ba6f6eb:0xf5d6239b8891a25b,17714385335226573403,/g/11wbsh9jxy,,0,Bar,Bar,bar,"R. Caetano Luís de Sousa, 498, Cel. Pacheco - MG, 36155-000, Brasil",-21.592721599999997,-43.2702692,,,,,,,,,,Refeição no local,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=lQgpiSD0NUz5Crgogxz0fw&cb_client=search.gws-prod.gps&w=80&h=92&yaw=108.12434&pitch=0&thumbfov=100,https://serpapi.com/images/url/0ALtW3icHc1BCsIwEEDR22RnkmqFKgQXuhZEXEuaTpOBtBmS2NSexmt5G4vrD-9_Py5nSkchUo4AeUIohDP4tCHNbQjWgyZM3IRBTJXI7jW0o0Z_Ij0G7JS_WcL7RV4fy_4cbbDzIvvCTPs0HmHMKoGOxnFbVjGGjltKrKhGMqcOW_bWRVWy4dW23tWMMBunJPtf-jCtSf4ApDg6Bg,https://serpapi.com/search.json?data_id=0xa27b003ba6f6eb%3A0xf5d6239b8891a25b&engine=google_maps_reviews&hl=pt,https://serpapi.com/search.json?data_id=0xa27b003ba6f6eb%3A0xf5d6239b8891a25b&engine=google_maps_photos&hl=pt,https://serpapi.com/search.json?engine=google_maps&google_domain=google.com&hl=pt&place_id=ChIJ6_amOwB7ogARW6KRiJsj1vU,"Coronel Pacheco, MG",pubs,2025-07-28T19:26:29.361994,COMPLETA
10,Bar da Nizia,ChIJA0UzAIRxogARZBWMzD1klRk,0xa2718400334503:0x1995643dcc8c1564,1843489839065601380,/g/11vkhks1fc,,0,Bar,Bar,bar,"Cel. Pacheco - MG, Brasil",-21.574692499999998,-43.3298485,,,Fechado ⋅ Abre ter. às 10:00,Fechado ⋅ Abre ter. às 10:00,segunda-feira: 10:00–19:00; terça-feira: 10:00–19:00; quarta-feira: 10:00–19:00; quinta-feira: 10:00–19:00; sexta-feira: 10:00–19:00; sábado: 10:00–19:00; domingo: 09:00–12:00,,,,,Refeição no local,,,,,https://serpapi.com/search.json?data_id=0xa2718400334503%3A0x1995643dcc8c1564&engine=google_maps_reviews&hl=pt,https://serpapi.com/search.json?data_id=0xa2718400334503%3A0x1995643dcc8c1564&engine=google_maps_photos&hl=pt,https://serpapi.com/search.json?engine=google_maps&google_domain=google.com&hl=pt&place_id=ChIJA0UzAIRxogARZBWMzD1klRk,"Coronel Pacheco, MG",pubs,2025-07-28T19:26:29.361994,COMPLETA
13,Bar Do Rildo,ChIJcZ408DN7ogAR44IZfGZT8TA,0xa27b33f0349e71:0x30f153667c1982e3,3526691682841625315,/g/11twtsjpmv,,0,Bar,Bar,bar,"Praca Comendador Carlos Chagas, 32, Cel. Pacheco - MG, 36155-000, Brasil",-21.588381,-43.2648699,,,Temporarily closed,Temporarily closed,,,,,,Refeição no local,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=0G3Vda3FQsJgA6S0puzZYg&cb_client=search.gws-prod.gps&w=80&h=92&yaw=349.99268&pitch=0&thumbfov=100,https://serpapi.com/images/url/dnLKNnicHc1RCsIgGADg2_iWui3GDH5iLwW9RRDUSzhnKrj5M92sTtO1uk3RBb7v87YpYdwwFtOkdVqczuge2scVSmpCMF5LdJGqMLClYMnOQzdK57cox-B64Pvq3Mtqd4wH09YnjvPrejFEdTflnR4TRC0nZanJP3EKPTUYSYaGEwuiJE-ZoVoLKkRZNwRdUhY4-S_3sEDB-RdXYzlA,https://serpapi.com/search.json?data_id=0xa27b33f0349e71%3A0x30f153667c1982e3&engine=google_maps_reviews&hl=pt,https://serpapi.com/search.json?data_id=0xa27b33f0349e71%3A0x30f153667c1982e3&engine=google_maps_photos&hl=pt,https://serpapi.com/search.json?engine=google_maps&google_domain=google.com&hl=pt&place_id=ChIJcZ408DN7ogAR44IZfGZT8TA,"Coronel Pacheco, MG",pubs,2025-07-28T19:26:29.361994,COMPLETA
1,Leiteria Cabriola,ChIJPfzBImZ7ogARQHLt7mUHhTI,0xa27b6622c1fc3d:0x32850765eeed7240,3640324008180544064,/g/11cn5rxnf2,4.9,15,Fornecedor de laticínios,Fornecedor de laticínios,dairy_supplier,"R. Antônio Augusto Sobral, 243 - Santa Rita, Cel. Pacheco - MG, 36155-000, Brasil",-21.5852731,-43.261308199999995,+55 32 3258-1012,https://cabriola.com.br/,Fechado ⋅ Abre ter. às 08:00,Fechado ⋅ Abre ter. às 08:00,segunda-feira: 08:00–18:00; terça-feira: 08:00–18:00; quarta-feira: 08:00–18:00; quinta-feira: 08:00–18:00; sexta-feira: 08:00–18:00; sábado: Fechado; domingo: Fechado,,,"Entrada com acessibilidade para pessoas em cadeira de rodas, Estacionamento com acessibilidade para pessoas em cadeira de rodas","Cartão de débito, Pagamentos por dispositivo móvel via NFC",Entrega,,"""Produtos de alta qualidade, excelente""",https://lh3.googleusercontent.com/p/AF1QipONIIlseS7DXMd0xSKRg5w0omy2O7s_ZyI0c8mK=w130-h92-k-no,https://serpapi.com/images/url/lybr6nicuxmXUVJSUGylr5-TYayXnp-fnpNaWpxalJyfV5KaV6KXnJ-rX6Dv6GYYmFng7-fpmVOcGmzuEuGbYlAR7B2UblpukJ9baeRvXhwfVelpkGyR621bbmhsoJthaaSbrZuXDwCkBCEZ,https://serpapi.com/search.json?data_id=0xa27b6622c1fc3d%3A0x32850765eeed7240&engine=google_maps_reviews&hl=pt,https://serpapi.com/search.json?data_id=0xa27b6622c1fc3d%3A0x32850765eeed7240&engine=google_maps_photos&hl=pt,https://serpapi.com/search.json?engine=google_maps&google_domain=google.com&hl=pt&place_id=ChIJPfzBImZ7ogARQHLt7mUHhTI,"Coronel Pacheco, MG",queijarias,2025-07-28T19:26:32.486018,COMPLETA
2,EMPORIO DO QUEIJO,ChIJWTAAMq97ogARPue_pGEQz9k,0xa27baf32003059:0xd9cf1061a4bfe73e,15694781237971380030,/g/11jygysqr8,4.8,4,Loja,Loja,store,"MG-353, Cel. Pacheco - MG, 36155-000, Brasil",-21.5987333,-43.2828464,,,Fechado ⋅ Abre ter. às 07:00,Fechado ⋅ Abre ter. às 07:00,segunda-feira: 07:00–18:00; terça-feira: 07:00–22:00; quarta-feira: 07:00–22:00; quinta-feira: 07:00–22:00; sexta-feira: 07:00–23:30; sábado: 07:00–23:30; domingo: 07:00–22:00,,,,"Cartão de crédito, Cartão de débito, Pagamentos por dispositivo móvel via NFC",,,"""Lugar simples, mas limpo e cheio de produtos de boa qualidade!""",https://lh3.googleusercontent.com/p/AF1QipPBACfkVgauoyuG8YhGICY_aNAfB-k_XyGTxEdk=w92-h92-k-no,https://serpapi.com/images/url/_38KgHicuxmbUVJSUGylr5-TYayXnp-fnpNaWpxalJyfV5KaV6KXnJ-rX6Dv6GYYmFkQ4OTonJYdlp5Yml9Z6m4RmeHu6RwZn-jnmOakmx0fUekeUuGakm1bbmmkmwHE2bp5-QCT5SF1,https://serpapi.com/search.json?data_id=0xa27baf32003059%3A0xd9cf1061a4bfe73e&engine=google_maps_reviews&hl=pt,https://serpapi.com/search.json?data_id=0xa27baf32003059%3A0xd9cf1061a4bfe73e&engine=google_maps_photos&hl=pt,https://serpapi.com/search.json?engine=google_maps&google_domain=google.com&hl=pt&place_id=ChIJWTAAMq97ogARPue_pGEQz9k,"Coronel Pacheco, MG",queijarias,2025-07-28T19:26:32.486018,COMPLETA
2,Empório Maria Lourença,ChIJ96G-Bdh5ogARNZPJzfIXRI0,0xa279d805bea1f7:0x8d4417f2cdc99335,10179287389366227765,/g/1thtfcfm,3.6,8,Mercado,Mercado,market,"R. Caetano Luís de Sousa, 690, Cel. Pacheco - MG, 36155-000, Brasil",-21.592018,-43.2716826,+55 32 3258-1226,,Permanently closed,Permanently closed,,,,,,,,,https://lh3.googleusercontent.com/gps-cs-s/AC9h4noUSR00-mwtc2n7zdNpXNYGIQFAUcrPLsHusT_Sn2Lcb3N3I4hXf7WDrpyMhUfiLwvcG6lIF_7iBuIOdckTk7L5i4KbmZ6ejMhd_kfO9KWPYnhQBCi3kBJGuMWLEem6WkpggVpK=w122-h92-k-no,https://serpapi.com/images/url/aXDRPXicBcFdckQwAADgEwUNZXSmD2tbqsL-WEVfzIhINCQZiZr2fj3E3qbfd_9jxij9ZNszcy0qJZ3JpsmKpTBEGAvLxaZKA6yBtg_HkHlCVuXVccCyGwxF8DsUqinaJL3EhwqvZ6TfNn3rSgER7t3CTT3WjEH9sqqfnFXjhPZvnPhzGnfBFG3pacD8xgP0OHlZv3z65CtnQ8fHU5jV51awS3ScXB69J1teo1ey-DVXlH6o7Hl_gBCwEAIOhPwH1P9Ezg,https://serpapi.com/search.json?data_id=0xa279d805bea1f7%3A0x8d4417f2cdc99335&engine=google_maps_reviews&hl=pt,https://serpapi.com/search.json?data_id=0xa279d805bea1f7%3A0x8d4417f2cdc99335&engine=google_maps_photos&hl=pt,https://serpapi.com/search.json?engine=google_maps&google_domain=google.com&hl=pt&place_id=ChIJ96G-Bdh5ogARNZPJzfIXRI0,"Coronel Pacheco, MG",emporios,2025-07-28T19:26:35.550812,COMPLETA
